device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_rail_gauge_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,PSEUDO-POLO,App2Car,74.000,,33.0,,100.0,1500.0,40.0,1.194706678390503,2.7126305103302,9.452308654785156,9.906150979986704,,12.0,52.0,,26.0,63.14,,1333.44,,,0,Gasolina,,,0.0,1.0,87.0,0.0,1.0,0.77,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,75.000,,35.0,,100.0,1500.0,40.0,0.8978256583213806,3.2345664501190186,9.129091262817385,9.72670644760211,,12.0,52.0,,27.0,63.14,,1438.825,,,0,Gasolina,,,0.0,1.0,87.0,0.0,2.0,0.8,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,76.002,,37.0,,100.0,1500.0,40.0,1.7693150043487549,2.9233202934265137,9.081207275390623,9.70281416400317,,11.0,52.0,,28.0,63.14,,1554.0,,,0,Gasolina,,,0.0,1.0,87.0,0.0,2.0,0.8,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,77.000,,38.0,,100.0,1500.0,40.0,2.315192937850952,2.33913516998291,9.17936897277832,9.751537643947811,,10.5,52.0,,29.0,63.14,,1650.24,,,0,Gasolina,,,0.0,0.9333333333333332,87.0,0.0,2.0,0.8,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,78.000,,38.0,,100.0,1500.0,40.0,1.843535304069519,3.28963303565979,8.090007781982422,8.925723154971315,,10.5,52.0,,30.0,63.14,,1724.625,,,0,Gasolina,,,0.0,0.9666666666666668,87.0,0.0,2.0,0.8,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,79.000,,39.0,,100.0,1500.0,40.0,1.9369091987609863,2.6647465229034424,8.664615631103516,9.26973868619468,,10.5,52.0,,30.0,63.14,,1748.25,,,0,Gasolina,,,0.0,0.9666666666666668,87.0,0.0,2.0,0.8,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,80.000,,39.0,,100.0,1500.0,40.0,1.4484920501708984,2.5522189140319824,9.255983352661133,9.710055531730545,,10.5,52.0,,30.0,63.14,,1748.25,,,0,Gasolina,,,0.0,0.9666666666666668,87.0,0.0,2.0,0.87,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,81.000,,39.0,,100.0,1500.0,40.0,1.4437036514282229,3.3423056602478027,7.94635534286499,8.740700806843273,,10.5,52.0,,,63.14,,677.9200000000001,,,0,Gasolina,,,0.0,1.0,87.0,0.0,0.0,0.83,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,81.999,,38.0,,100.0,1500.0,40.0,2.456450939178467,2.7533318996429443,8.473079681396484,9.241648503025646,,10.5,52.0,,29.0,63.14,,1765.125,,,0,Gasolina,,,0.0,0.9666666666666668,87.0,0.0,2.0,0.9,15230.0,3.91,943.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,83.000,,37.0,,100.0,1500.0,40.0,1.5442601442337036,2.609679937362671,9.339780807495115,9.819708463116209,,11.0,52.0,,29.0,63.14,,1779.75,,,0,Gasolina,,,0.0,0.9,87.0,0.0,2.0,0.87,15230.0,3.91,943.0,0.0,Gasolina
