device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,distance_traveled_with_MIL_on,driver_behaviour_label,ethanol_percentage,fuel_model_prediction_prob,fuel_rail_gauge_pressure,fuel_rail_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,PSEUDO-CRETA,App2Car,10.000,14.11,47.0,,74.0,5994.661925575547,97.42423722518708,0.1340752989053726,-0.8307880163192749,9.610325813293455,9.647100453063128,,-1.0,35.0,,17.0,41.57,,611.0,,,0,Gasolina,,,1.0,0.9666666666666668,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,11.000,14.11,48.0,,74.0,5670.796461949301,100.11703217662385,0.2226607650518417,0.5051765441894531,9.667786598205566,9.683536485475534,,-2.5,35.0,,16.0,41.57,,597.36,,,0,Gasolina,,,1.0,0.9333333333333332,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,12.000,14.11,48.0,,73.0,4203.427037963782,81.80504639403138,0.2609679996967315,-0.1604115068912506,9.763554573059082,9.768358820677696,,9.5,35.0,,16.0,41.57,,638.52,,,0,Gasolina,,,1.0,0.7333333333333333,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,13.001,14.11,45.0,,71.0,5324.422241000618,93.28704618106968,0.5722141861915588,0.2657563984394073,9.30386734008789,9.32523474343378,,15.5,35.0,,16.0,41.57,,600.96,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,14.001,14.11,33.0,,67.0,5203.765443244905,114.95911758151621,0.5123591423034668,3.3016040325164795,8.777143478393555,9.391557310613482,,15.5,35.0,,17.0,41.57,,545.22,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,14.999,14.11,26.0,,58.0,4544.500845637588,80.65598760226331,-0.4501099288463592,2.693476915359497,8.841787338256836,9.253897566786629,,26.0,35.0,,16.0,41.57,,549.54,,,0,Gasolina,,,0.0,0.9666666666666668,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,16.000,14.11,25.0,,60.0,5519.252469860585,93.8229711723896,-1.6352397203445437,3.974374771118164,7.467514991760254,8.615883234843494,,29.0,35.0,,16.0,41.57,,548.975,,,0,Gasolina,,,0.0,0.9666666666666668,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,16.999,14.11,36.0,,53.0,4452.491250631194,114.71274413035174,-0.5386953949928284,4.0533833503723145,10.888829231262209,11.631281586362368,,-1.5,35.0,,15.0,41.57,,676.095,,,0,Gasolina,,,1.0,0.5,0.0,0.0,30.98,0.98,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,18.000,14.11,33.0,,53.0,4668.254235190281,88.52437279954266,-2.5091233253479004,4.644751071929932,9.576807022094728,10.935476446887993,,3.5,35.0,,14.0,41.57,,519.87,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,19.000,14.11,35.0,,51.0,5643.419333590625,93.14602310562034,-1.702277421951294,4.24970817565918,8.439560890197754,9.601247628246297,,3.0,36.0,,15.0,41.57,,551.25,,,0,Gasolina,,,1.0,0.6333333333333333,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,19.999,14.11,35.0,,54.0,4882.82613275756,95.38501570421563,-1.6831238269805908,3.93367338180542,4.132391929626465,5.948390971659161,,15.5,36.0,,15.0,41.57,,540.3199999999999,,,0,Gasolina,,,1.0,0.5666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,21.000,14.11,38.0,,65.0,5125.876365286604,102.70968868059178,-7.182605266571045,0.5746083855628967,11.116278648376465,13.247325926408084,,-3.0,36.0,,15.0,41.57,,577.16,,,0,Gasolina,,,1.0,0.8666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,21.999,14.11,40.0,,61.0,5859.167465505256,108.25994963576963,-1.2425906658172607,5.12119722366333,6.332663536071777,8.238526568964033,,-2.5,36.0,,16.0,41.57,,597.8399999999999,,,0,Gasolina,,,1.0,0.7333333333333333,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,23.002,14.11,42.0,,63.0,5705.856214313958,110.46110231214986,1.4437036514282229,3.3423056602478027,9.184157371520996,9.879475390147755,,-4.5,36.0,,16.0,41.57,,623.28,,,0,Gasolina,,,1.0,0.8,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,24.000,14.11,39.0,,57.0,5540.574173351262,90.27438939926125,-0.8044517636299133,2.9927520751953125,8.762778282165527,9.294621608542489,,0.0,36.0,,15.0,41.57,,587.76,,,0,Gasolina,,,1.0,0.7,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,25.000,14.11,35.0,,53.0,4701.236547333906,101.88100598114069,-3.912125587463379,3.1699230670928955,6.509834289550781,8.229889509634042,,17.0,36.0,,15.0,41.57,,554.625,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,26.001,14.11,37.0,,71.0,4947.360217661921,89.98631060254851,0.395043283700943,2.4205379486083984,7.50582218170166,7.896355474519574,,17.0,36.0,,15.0,41.57,,583.505,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,27.000,14.11,39.0,,76.0,4218.4397213486955,100.60428055869232,-3.6750996112823486,2.932897090911865,7.187393665313721,8.588764183450303,,14.0,36.0,,18.0,41.57,,744.31,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,28.000,14.11,39.0,,78.0,5132.2082163833265,106.35143188491146,-3.3518824577331543,2.6647465229034424,8.80587387084961,9.791802932611397,,13.5,36.0,,21.0,41.57,,895.815,,,1,Gasolina,,,0.0,0.9,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,29.001,14.11,49.0,,84.0,5862.088470768256,109.55738360235816,-7.781155586242676,3.3949780464172363,3.797203779220581,9.30005455542588,,14.0,36.0,,24.0,41.57,,1272.96,,,1,Gasolina,,,0.0,1.0,0.0,2.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,30.001,14.11,42.0,,84.0,5569.252399530595,105.08829543255627,-5.963956356048584,3.732560396194458,7.694964408874512,10.426565099875274,,14.0,36.0,,22.0,41.57,,1204.8000000000002,,,1,Gasolina,,,0.0,0.8333333333333334,0.0,2.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,31.001,14.11,42.0,,78.0,5770.308499710933,93.9142696122428,-6.593631267547607,1.3934253454208374,7.4316020011901855,10.032263742034328,,16.5,36.0,,22.0,41.57,,1204.8000000000002,,,1,Gasolina,,,0.0,0.8333333333333334,0.0,2.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,32.001,14.11,44.0,,82.0,5004.551722500153,99.37184710918943,-5.693411827087402,2.8993782997131348,13.79060173034668,15.198750897449006,,12.5,36.0,,22.0,41.57,,1255.59,,,1,Gasolina,,,0.0,0.9666666666666668,0.0,2.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,33.000,14.11,44.0,,82.0,4238.665617994884,99.34920352038759,-3.936067581176758,3.110068082809448,9.8784761428833,11.079234738411095,,18.0,36.0,,18.0,41.57,,1100.14,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,34.001,14.11,32.0,,46.0,4472.017982401047,116.59541646472982,-4.259284973144531,2.5737667083740234,6.734889507293701,8.37403846582066,,4.5,36.0,,18.0,41.57,,903.1,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,35.002,14.11,22.0,,36.0,4207.851212381091,114.57614999546223,-2.7461493015289307,4.60165548324585,8.288725852966309,9.870134013193868,,2.0,36.0,,14.0,41.57,,659.1800000000001,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,36.000,14.11,27.0,,41.0,5460.049652993734,98.60147584271165,-2.0374655723571777,2.7700912952423096,8.93037223815918,9.56954649158476,,1.5,36.0,,14.0,41.57,,624.5,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,37.002,14.11,27.0,,45.0,4976.756154144527,99.8243054031675,-1.8962076902389529,3.878606796264648,10.781089782714844,11.613401361681689,,1.5,36.0,,14.0,41.57,,624.5,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,38.001,14.11,29.0,,49.0,5614.549464865291,91.94961060087932,-4.618414878845215,2.928108692169189,7.955932140350342,9.654037120715625,,2.0,36.0,,14.0,41.57,,552.96,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,39.000,14.11,32.0,,53.0,5545.591752025291,112.93233714497433,-3.694253206253052,1.290474772453308,7.536946773529053,8.492255210323073,,-1.5,36.0,,14.0,41.57,,544.08,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,39.999,14.11,35.0,,58.0,5363.326815539411,96.74078203594314,-6.94079065322876,2.499546527862549,8.559270858764648,11.299709083449676,,3.0,36.0,,15.0,41.57,,575.0150000000001,,,0,Gasolina,,,1.0,0.7,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,41.004,14.11,41.0,,68.0,5070.365463823258,104.49237340054464,-3.023876667022705,2.185906171798706,9.775525093078612,10.463407988541862,,-1.0,36.0,,15.0,41.57,,623.81,,,0,Gasolina,,,1.0,0.7333333333333333,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,42.000,14.11,40.0,,68.0,5619.059969877824,86.07775194481428,-2.585737943649292,2.7916390895843506,12.36605167388916,12.93825813318856,,-4.5,37.0,,15.0,41.57,,615.9399999999999,,,0,Gasolina,,,1.0,0.8,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,43.000,14.11,40.0,,67.0,5402.367606146554,118.0072922501887,0.2777273952960968,6.00226354598999,6.145915985107422,8.595148833942156,,-3.0,37.0,,15.0,41.57,,615.9399999999999,,,0,Gasolina,,,1.0,0.8666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,44.000,14.11,41.0,,68.0,4317.1540223498505,111.98242123665608,-1.623268723487854,6.6846113204956055,4.357447147369385,8.142872680870644,,-3.0,37.0,,15.0,41.57,,616.2,,,0,Gasolina,,,1.0,0.8666666666666667,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,45.003,14.11,41.0,,70.0,5993.479136111868,89.58359128639282,0.5506663918495178,8.628703117370605,6.222530364990234,10.652588188138097,,-4.0,37.0,,15.0,41.57,,616.2,,,0,Gasolina,,,1.0,0.7333333333333333,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,46.000,14.11,44.0,,74.0,5437.307946550012,102.47884121354409,-0.5841852426528931,6.840234279632568,7.575253963470459,10.223235789566276,,-5.5,37.0,,16.0,41.57,,651.105,,,0,Gasolina,,,1.0,0.7333333333333333,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,47.002,14.11,39.0,,64.0,5566.400379618759,110.24238304860951,0.8834604024887085,7.769184589385986,6.074089527130127,9.90127744537593,,-4.0,37.0,,15.0,41.57,,545.56,,,0,Gasolina,,,1.0,0.9666666666666668,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,48.000,14.11,33.0,,52.0,4773.012733769782,83.36533839893738,-0.2059013396501541,7.510610580444336,6.165069580078125,9.719040568901685,,-4.0,37.0,,15.0,41.57,,480.19999999999993,,,0,Gasolina,,,1.0,0.6666666666666666,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,49.000,14.11,38.0,,73.0,5750.15026266755,82.76055338315616,1.45806884765625,7.86734676361084,6.31829833984375,10.195195131760642,,16.5,37.0,,16.0,41.57,,550.615,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,50.002,14.11,35.0,,74.0,4783.481148499288,116.90164763439353,-2.0183119773864746,6.950367450714111,6.89530086517334,9.99631756994885,,14.0,37.0,,18.0,41.57,,624.02,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,51.000,14.11,31.0,,71.0,5010.046374089214,113.07272173693396,1.558625340461731,6.675034523010254,6.081272125244141,9.163365620588298,,19.5,37.0,,18.0,41.57,,599.6400000000001,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,52.000,14.11,30.0,,70.0,5755.473626935748,87.15067541392676,1.620874524116516,7.06528902053833,6.368576526641846,9.649057474300944,,24.0,37.0,,18.0,41.57,,634.4100000000001,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,53.000,14.11,36.0,,76.0,4766.963351439529,98.19986498564315,1.5658079385757446,7.357381820678711,5.781997203826904,9.487587334028738,,23.0,37.0,,20.0,41.57,,848.7,,,0,Gasolina,,,0.0,0.8,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,54.000,14.11,38.0,,80.0,5920.003385772325,110.44762768722504,0.6009446382522583,7.417236804962158,6.447585105895996,9.846211960794935,,13.5,37.0,,20.0,41.57,,921.75,,,0,Gasolina,,,0.0,0.9,0.0,1.0,30.98,0.99,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,55.000,14.11,37.0,,80.0,5911.804498728456,101.87907613943005,1.3120225667953491,6.540958881378174,7.47230339050293,10.017028714313534,,15.5,37.0,,20.0,41.57,,907.8,,,0,Gasolina,,,0.0,0.9,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,56.001,14.11,37.0,,78.0,5752.101177321478,86.36447388687944,1.170764684677124,6.84981107711792,6.189011573791504,9.305614756673505,,18.0,37.0,,19.0,41.57,,915.575,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,57.002,14.11,34.0,,75.0,4702.169224374146,92.10457487687475,-5.092466831207275,5.547365188598633,12.497733116149902,14.591086731464936,,21.0,37.0,,19.0,41.57,,863.75,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,58.000,14.11,31.0,,72.0,5149.346447570282,108.018255632235,-1.3263877630233765,3.957615375518799,9.531316757202148,10.405192121463372,,23.0,37.0,,19.0,41.57,,826.8000000000001,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,59.000,14.11,31.0,,71.0,5510.500208195977,109.01366409794818,-2.363077163696289,3.88818359375,9.74679470062256,10.756491634188796,,23.0,37.0,,19.0,41.57,,826.8000000000001,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,1.0,30.98,1.0,12430.0,,-2.34,76.0,-0.78,Gasolina
,PSEUDO-CRETA,App2Car,60.000,14.11,31.0,,71.0,5098.821252934051,85.01178640310047,-1.2856862545013428,3.852270603179932,11.647790908813477,12.335477737022424,,23.0,37.0,,19.0,41.57,,826.8000000000001,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,1.0,30.98,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,61.000,14.13,35.0,,79.0,4335.934039976326,113.88506108311687,-0.1268926858901977,3.090914487838745,9.57441234588623,10.061770514870757,,23.0,37.0,,19.0,57.65,,965.79,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,1.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,62.003,14.13,37.0,,78.0,4116.213383688337,95.51443476267781,-1.0606313943862915,3.536235809326172,8.307879447937012,9.091246535837248,,12.5,37.0,,20.0,57.65,,966.15,,,0,Gasolina,,,0.0,0.7,0.0,1.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,63.001,14.13,36.0,,76.0,5265.116151330464,86.85947881718188,-0.0143652101978659,2.956839084625244,8.678980827331543,9.16885008781472,,12.0,37.0,,18.0,57.65,,874.95,,,0,Gasolina,,,0.0,0.7,0.0,1.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,64.001,14.13,32.0,,70.0,5490.51416875195,110.86561756487909,-0.3088520169258117,3.337517261505127,9.550470352172852,10.121555956814962,,16.5,37.0,,18.0,57.65,,814.0799999999999,,,0,Gasolina,,,0.0,0.6,0.0,1.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,65.001,14.13,23.0,,70.0,4297.596841286547,92.19369572707983,-0.1604115068912506,4.393360137939453,8.858546257019043,9.889448262715398,,25.5,37.0,,13.0,57.65,,576.1800000000001,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,66.000,14.13,23.0,,42.0,4133.060921498326,104.93231314947528,-0.2442085742950439,5.0900726318359375,8.367734909057617,9.797319262603722,,4.5,37.0,,13.0,57.65,,576.1800000000001,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,67.000,14.13,24.0,,42.0,4023.96408305843,104.21944739511983,-0.0023942016996443,4.094084739685059,8.286332130432129,9.24255569438214,,0.5,37.0,,14.0,57.65,,565.875,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.59,0.99,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,68.000,14.13,25.0,,43.0,5240.678393588879,114.80140376450139,-0.4501099288463592,3.770867586135864,8.772355079650879,9.559092788737471,,1.5,37.0,,14.0,57.65,,552.6899999999999,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,0.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,69.000,14.13,25.0,,47.0,4874.986762918729,85.81593937243515,-0.5434837937355042,3.3016040325164795,9.83298683166504,10.38670274212564,,0.0,37.0,,13.0,57.65,,468.055,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,70.001,14.13,29.0,,51.0,4265.798250715936,90.51809195944242,-1.0893617868423462,4.484339714050293,8.487444877624512,9.660886725573151,,15.0,37.0,,14.0,57.65,,500.85,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.59,0.99,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,71.000,14.13,33.0,,69.0,5716.751445510325,115.73657179482147,-1.4939818382263184,3.8498764038085938,10.503362655639648,11.286015999166306,,15.0,38.0,,16.0,57.65,,674.64,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,72.004,14.13,40.0,,85.0,4078.393415727305,103.24489146331365,1.37906014919281,3.454833030700684,9.75637149810791,10.44147800716951,,6.0,38.0,,22.0,57.65,,1049.085,,,0,Gasolina,,,0.0,0.9,0.0,1.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,73.000,14.13,49.0,,92.0,4038.708787540595,108.5230477202046,-0.6655880808830261,4.838681697845459,8.415618896484375,9.730287224812177,,7.5,38.0,,29.0,57.65,,1445.73,,,1,Gasolina,,,0.0,0.9,0.0,2.0,30.59,1.0,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,73.999,14.13,42.0,,86.0,4314.168574204689,109.12194618480939,-1.5682021379470823,4.503493309020996,8.336610794067383,9.604154802043722,,9.0,38.0,,25.0,57.65,,1288.93,,,1,Gasolina,,,0.0,0.9666666666666668,0.0,2.0,30.59,0.99,16380.0,,-2.34,135.0,3.91,Gasolina
,PSEUDO-CRETA,App2Car,74.999,14.13,45.0,,91.0,4176.194584299098,99.16387389406202,-1.3646949529647827,5.202600479125977,8.935160636901855,10.429119793505574,,9.5,38.0,,26.0,57.65,,1380.275,,,1,Gasolina,,,0.0,0.9333333333333332,0.0,2.0,30.59,0.99,16380.0,,-2.34,135.0,3.91,Gasolina
