device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_type
,PSEUDO-FASTBACK,App2Car,10.000,,41.0,,,641.4,50.0,-1.1994950771331787,4.551377296447754,6.787561893463135,8.259831729053543,,,,,,,,317.84000000000003,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,11.000,,42.0,,,630.6,50.0,-0.4189853072166443,4.278438568115234,7.5968017578125,8.728801877480233,,,,,,,,306.66,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,11.999,,42.0,,,612.0,50.0,-0.3351882398128509,5.327098846435547,8.5903959274292,10.113616339657934,,,,,,,,293.72,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,13.000,,41.0,,,606.0,50.0,-1.094150185585022,3.2537200450897217,8.334216117858887,9.013490836496882,,,,,,,,269.77,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,14.000,,42.0,,,597.6,50.0,-0.3519476354122162,4.4077253341674805,9.02135181427002,10.046725751027896,,,,,,,,263.12,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,14.999,,44.0,,,580.1999999999999,50.0,1.0893617868423462,6.426037311553955,8.087613105773926,10.387018358547468,,,,,,,,266.22,,,0,Não identificado,,,0.0,0.7666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,16.000,,44.0,,,588.0,50.0,0.912190854549408,6.162675380706787,6.268020153045654,8.837348960071656,,,,,,,,266.22,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,17.000,,46.0,,,742.1999999999999,50.0,0.7326257228851318,5.825092792510986,8.190564155578613,10.0773899238764,,,,,,,,273.28,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,18.000,,52.0,,,1020.5999999999999,50.0,1.9608511924743648,5.480327606201172,7.536946773529053,9.522840686335606,,,,,,,,501.48,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,18.999,,40.0,,,1112.3999999999999,50.0,3.126827478408813,4.199429988861084,6.078877925872803,8.022781260182896,,,,,,,,500.05500000000006,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,19.999,,47.0,,,1118.3999999999999,50.0,-2.4468741416931152,5.020640850067139,13.069947242736816,14.21328774557713,,,,,,,,577.28,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,21.001,,43.0,,,1102.2,50.0,-0.4213795065879822,5.614402770996094,8.22887134552002,9.970627000578318,,,,,,,,578.6550000000001,,,0,Não identificado,,,0.0,0.6,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,22.001,,58.0,,,927.5999999999999,50.0,0.8188169598579407,3.897760391235352,5.959167957305908,7.167613272534703,,,,,,,,618.4000000000001,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,23.001,,57.0,,,893.4,50.0,-3.423708438873291,4.41969633102417,10.44590187072754,11.847884242587355,,,,,,,,603.0450000000001,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,24.000,,46.0,,,907.8,50.0,-3.519476413726806,3.45962142944336,7.872135162353516,9.291189734162446,,,,,,,,544.6800000000001,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,25.002,,43.0,,,910.1999999999999,50.0,0.2873041927814483,5.655104637145996,6.449979305267334,8.58283083805319,,,,,,,,523.365,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,26.002,,39.0,,,910.8,50.0,0.4141969084739685,7.817068576812744,5.6670756340026855,9.664050209673457,,,,,,,,500.94,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,27.000,,38.0,,,906.6,50.0,0.5003881454467773,7.218518257141113,8.451532363891602,11.12590640903879,,,,,,,,493.025,,,0,Não identificado,,,1.0,0.5333333333333333,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,28.000,,33.0,,,895.8,50.0,-2.138022184371948,2.547430515289306,7.453149795532227,8.161493917521216,,,,,,,,454.5,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,29.000,,38.0,,,842.4,50.0,-1.6160861253738403,0.8978256583213806,10.575188636779783,10.73556891742782,,,,,,,,442.26,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,30.000,,45.0,,,705.0,50.0,-5.4252610206604,2.925714492797852,8.401253700256348,10.419900487611937,,,,,,,,419.56,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,30.999,,44.0,,,664.1999999999999,50.0,-5.427655220031738,1.9321208000183103,7.91283655166626,9.78802913087138,,,,,,,,344.72,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,31.999,,43.0,,,609.0,50.0,-3.6774938106536874,4.125209331512451,8.556877136230469,10.186336882350655,,,,,,,,321.03,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,33.001,,45.0,,,601.1999999999999,50.0,-2.9065608978271484,2.868253707885742,9.14345645904541,10.01387894894068,,,,,,,,274.05,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,33.999,,43.0,,,756.6,50.0,-6.256049156188965,2.468421936035156,9.409213066101074,11.565662472259833,,,,,,,,325.78,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,35.000,,45.0,,,652.1999999999999,50.0,-2.363077163696289,2.6240451335906982,8.303091049194336,9.022808183482292,,,,,,,,338.04,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,35.999,,48.0,,,622.8,50.0,-7.338228225708008,4.953603267669678,5.7772088050842285,10.571845647926768,,,,,,,,301.31,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,36.999,,47.0,,,586.8,50.0,-1.4389152526855469,2.434903144836426,9.330204010009766,9.749458307903456,,,,,,,,290.64,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,38.000,,54.0,,,580.1999999999999,50.0,-3.359065055847168,3.3734302520751958,7.65186882019043,9.011905800463747,,,,,,,,284.87,,,0,Não identificado,,,0.0,0.7666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,39.001,,53.0,,,570.0,50.0,-4.503493309020996,2.3271639347076416,9.742006301879885,10.981977542741024,,,,,,,,290.1,,,0,Não identificado,,,0.0,0.7333333333333333,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,39.999,,58.0,,,586.8,50.0,-0.6416460275650024,5.092466831207275,8.121131896972656,9.60716978821874,,,,,,,,302.72,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,41.000,,60.0,,,586.1999999999999,50.0,-0.993593692779541,5.008669853210449,8.62391471862793,10.022270561053414,,,,,,,,314.16,,,0,Não identificado,,,0.0,0.9333333333333332,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,42.000,,47.0,,,644.4,50.0,0.8667010068893433,3.7493197917938232,8.913613319396973,9.708814136866096,,,,,,,,287.28000000000003,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,42.999,,71.0,,,969.0,50.0,0.8523358106613159,5.793968200683594,8.111555099487305,10.00469239790444,,,,,,,,520.8,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,44.002,,50.0,,,1202.3999999999999,50.0,2.513911724090576,5.506663799285889,7.570465564727783,9.693041175070643,,,,,,,,567.63,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,45.000,,46.0,,,1222.2,50.0,2.468421936035156,4.850652694702148,7.565677165985107,9.319946856008848,,,,,,,,637.98,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,45.999,,49.0,,,1177.8,50.0,2.164358377456665,3.720589399337769,9.083600997924805,10.05181773382466,,,,,,,,707.595,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,47.000,,60.0,,,1034.3999999999999,50.0,2.9975404739379883,2.9927520751953125,7.785943984985352,8.863562354596024,,,,,,,,784.1400000000001,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,48.001,,63.0,,,1032.0,50.0,0.1915361285209655,5.238513469696045,8.544905662536621,10.02467566768951,,,,,,,,767.18,,,0,Não identificado,,,0.0,0.8,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,49.000,,65.0,,,1033.8,50.0,0.9050082564353944,3.711012601852417,8.959102630615234,9.739413453654205,,,,,,,,809.8100000000001,,,0,Não identificado,,,0.0,0.8,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,50.001,,63.0,,,1040.3999999999999,50.0,1.0462661981582642,3.598485231399536,9.677363395690918,10.37762647286303,,,,,,,,816.3900000000001,,,0,Não identificado,,,0.0,0.8,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,51.000,,65.0,,,1048.2,50.0,0.2298433631658554,4.568136692047119,8.159439086914062,9.353990967596642,,,,,,,,864.765,,,0,Não identificado,,,0.0,0.7666666666666667,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,52.000,,62.0,,,1021.8,50.0,0.7972691655158997,4.606443881988525,7.175422668457031,8.563974184407549,,,,,,,,834.47,,,0,Não identificado,,,0.0,0.8,46.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,52.999,,35.0,,,863.4,50.0,1.4939818382263184,3.383007049560547,8.611943244934082,9.372421505901888,,,,,,,,510.845,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,54.000,,30.0,,,906.0,50.0,-0.1412578970193863,3.155557870864868,9.265560150146484,9.78918301830291,,,,,,,,495.0,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,55.000,,32.0,,,888.6,50.0,0.4955997467041015,2.097320795059204,9.509769439697266,9.750901928669007,,,,,,,,466.515,,,0,Não identificado,,,0.0,0.9,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,55.999,,42.0,,,678.0,50.0,-0.3591302633285522,3.248931646347046,8.597578048706055,9.197982370730331,,,,,,,,378.55,,,0,Não identificado,,,0.0,0.8666666666666667,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,57.000,,39.0,,,685.8,50.0,-1.2689268589019775,3.9217023849487305,9.938331604003906,10.75919885681542,,,,,,,,331.47,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,58.000,,36.0,,,653.4,50.0,-0.9720458984375,5.554547786712647,8.678980827331543,10.350003987667446,,,,,,,,272.25,,,0,Não identificado,,,0.0,0.8,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,59.000,,43.0,,,1008.5999999999999,50.0,-1.9800047874450684,7.024587631225586,6.988674640655518,10.104792109688075,,,,,,,,304.08,,,0,Não identificado,,,0.0,0.8333333333333334,46.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,60.000,,46.0,,,1223.3999999999999,50.0,-0.5554547905921936,5.698200225830078,8.197746276855469,9.999052948041603,,,,,,,,541.88,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,61.001,,45.0,,,1245.0,50.0,-0.5913678407669067,6.215347766876221,7.80988597869873,9.998729058564471,,,,,,,,646.08,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,62.000,,52.0,,,1101.6,50.0,0.2274491637945175,4.417302131652832,8.01339340209961,9.153074077119063,,,,,,,,722.98,,,0,Não identificado,,,0.0,0.8666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,63.000,,62.0,,,1035.0,50.0,1.5849615335464478,5.03021764755249,8.554482460021973,10.049595156193805,,,,,,,,759.51,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,64.000,,64.0,,,1123.8,50.0,1.1420341730117798,5.978321552276611,7.781155586242676,9.878813334204535,,,,,,,,797.64,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,65.001,,61.0,,,1129.2,50.0,0.5674257874488831,6.030993938446045,7.486668586730957,9.630424000913928,,,,,,,,878.6000000000001,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,66.000,,62.0,,,1149.0,50.0,3.272873640060425,3.3016040325164795,8.62630844116211,9.799259582917278,,,,,,,,908.675,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,67.000,,61.0,,,1178.3999999999999,50.0,1.656787633895874,3.507505416870117,7.733271598815918,8.651648925739902,,,,,,,,909.625,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,67.999,,60.0,,,1173.6,50.0,-0.7541735172271729,5.04218864440918,8.667010307312012,10.05532255509232,,,,,,,,942.72,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,69.001,,62.0,,,1191.0,50.0,0.7493851184844971,6.315904140472412,5.729324817657471,8.560221143969844,,,,,,,,1004.7,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,70.000,,62.0,,,1191.6,50.0,-0.0766144543886184,5.018246650695801,8.552088737487793,9.91599167989296,,,,,,,,1019.185,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,71.000,,61.0,,,1192.2,50.0,-0.0047884033992886,4.541800498962402,8.17141056060791,9.348792716238645,,,,,,,,1046.325,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,72.003,,63.0,,,1181.3999999999999,50.0,0.4692635238170624,3.778050184249878,9.114726066589355,9.877859217384058,,,,,,,,1063.045,,,0,Não identificado,,,0.0,0.7333333333333333,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,73.000,,62.0,,,1174.2,50.0,0.0646434426307678,2.801215887069702,7.709329605102539,8.202728337617755,,,,,,,,1053.415,,,0,Não identificado,,,0.0,0.7333333333333333,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,74.007,,62.0,,,1165.8,50.0,0.8475474119186401,3.25611424446106,9.057265281677246,9.662022095353963,,,,,,,,1053.415,,,0,Não identificado,,,0.0,0.7333333333333333,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,74.999,,65.0,,,1090.8,50.0,0.2609679996967315,2.7892448902130127,9.306262016296388,9.718770707780177,,,,,,,,1085.365,,,0,Não identificado,,,0.0,0.7,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,75.999,,63.0,,,1071.0,50.0,0.8954314589500427,2.8634653091430664,9.68933391571045,10.1431958871196,,,,,,,,999.6,,,0,Não identificado,,,0.0,0.7,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,77.000,,62.0,,,1005.0,50.0,0.9313444495201112,3.0765492916107178,9.440337181091309,9.97258863686141,,,,,,,,926.295,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,78.000,,60.0,,,1006.8,50.0,0.689530074596405,2.518700122833252,9.667786598205566,10.0142598199256,,,,,,,,912.875,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,78.999,,60.0,,,970.8,50.0,0.0622492432594299,2.7916390895843506,9.9000244140625,10.286282475890658,,,,,,,,889.9,,,0,Não identificado,,,0.0,0.7,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,80.002,,62.0,,,942.5999999999999,50.0,0.5913678407669067,2.913743495941162,10.189722061157228,10.614615055048723,,,,,,,,859.0999999999999,,,0,Não identificado,,,0.0,0.7333333333333333,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,80.999,,56.0,,,949.1999999999999,50.0,0.5123591423034668,1.4724340438842771,9.959878921508787,10.081158764517422,,,,,,,,822.6400000000001,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,81.999,,56.0,,,938.4,50.0,0.2873041927814483,2.6240451335906982,8.844181060791016,9.229718045442413,,,,,,,,822.6400000000001,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,83.000,,54.0,,,905.4,50.0,2.8850131034851074,2.4899697303771973,9.035717010498049,9.806499465113902,,,,,,,,781.3199999999999,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,84.000,,52.0,,,913.8,50.0,1.9800047874450684,4.352658748626709,7.50582218170166,8.89963054084981,,,,,,,,761.5,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,84.999,,47.0,,,919.8,50.0,0.4046200811862945,4.259284973144531,7.395689010620117,8.544088121874749,,,,,,,,720.51,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,86.000,,45.0,,,924.0,50.0,0.9217676520347596,4.02465295791626,8.501810073852539,9.451362947631536,,,,,,,,716.1,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,87.000,,43.0,,,923.4,50.0,0.3830722570419311,4.587290287017822,9.040505409240724,10.144984701121732,,,,,,,,700.245,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,88.000,,41.0,,,920.4,50.0,0.6105214357376099,4.34068775177002,8.269572257995605,9.35949421240656,,,,,,,,682.6299999999999,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,89.000,,37.0,,,917.4,50.0,0.9313444495201112,4.091690540313721,8.576030731201172,9.547650866252472,,,,,,,,657.47,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,90.000,,32.0,,,915.6,50.0,0.8858546018600464,3.8163576126098633,9.02135181427002,9.835350139155944,,,,,,,,633.29,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,91.000,,24.0,,,909.6,50.0,1.273715257644653,2.9735984802246094,8.772355079650879,9.349804924308714,,,,,,,,568.5,,,0,Não identificado,,,0.0,0.7,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,92.000,,24.0,,,872.4,50.0,0.1292868852615356,1.8387469053268437,10.639832496643066,10.79832120457488,,,,,,,,568.5,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,93.000,,23.0,,,913.8,50.0,-0.0263362191617488,1.1492167711257937,9.83538055419922,9.902328182270908,,,,,,,,504.845,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,94.000,,25.0,,,895.1999999999999,50.0,-0.3160346150398254,1.1204863786697388,9.854534149169922,9.923064592143092,,,,,,,,502.59,,,0,Não identificado,,,0.0,0.8666666666666667,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,95.000,,30.0,,,729.6,50.0,-0.3351882398128509,1.1563993692398071,9.651026725769045,9.725838139656418,,,,,,,,439.55,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,96.001,,38.0,,,691.8,50.0,-1.1109095811843872,2.030282974243164,13.728352546691896,13.92206280331082,,,,,,,,330.99,,,0,Não identificado,,,0.0,0.8,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,97.000,,30.0,,,1041.6,50.0,-0.0263362191617488,3.658340215682984,9.057265281677246,9.7682240511159,,,,,,,,272.365,,,0,Não identificado,,,0.0,0.8666666666666667,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,98.000,,40.0,,,1154.3999999999999,50.0,-0.0287304203957319,3.519476413726806,9.828198432922363,10.439397688599328,,,,,,,,494.76,,,0,Não identificado,,,0.0,0.8666666666666667,58.0,0.0,0.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,99.000,,53.0,,,1039.8,50.0,2.2218191623687744,3.272873640060425,7.893682956695557,8.829406145086846,,,,,,,,696.54,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,100.000,,62.0,,,1004.4,50.0,0.7493851184844971,4.5154643058776855,9.14585018157959,10.227295414593288,,,,,,,,753.3,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,101.002,,62.0,,,1016.4,50.0,-2.0183119773864746,6.490680694580078,8.367734909057617,10.780607896835768,,,,,,,,787.71,,,0,Não identificado,,,0.0,0.8333333333333334,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,102.000,,60.0,,,1027.8,50.0,1.194706678390503,5.834669589996338,8.99740982055664,10.789998922653698,,,,,,,,788.175,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,103.000,,61.0,,,1071.0,50.0,0.3016694188117981,5.724536418914795,7.225700855255127,9.223452417580022,,,,,,,,823.1999999999999,,,0,Não identificado,,,0.0,0.8,58.0,0.0,1.0,,Gasolina
,PSEUDO-FASTBACK,App2Car,104.000,,62.0,,,1048.8,50.0,0.667982280254364,5.343858242034912,8.487444877624512,10.051852654531544,,,,,,,,885.2650000000001,,,0,Não identificado,,,0.0,0.7666666666666667,58.0,0.0,1.0,,Gasolina
